Sentences,class
කියන්න සමාවෙන්න,incorrect
කියන්න කතාවක්,incorrect
අඳින්න රූපයක්,incorrect
බඩගිනියි මට,incorrect
පිපාසයි මට,incorrect
මහන්සියි මට,incorrect
සතුටුයි මට,incorrect
දුකයි මට,incorrect
ඕන මට ඒක,incorrect
උදව් ඕන මට,incorrect
රිදෙනවා මට,incorrect
සීතලයි හරි,incorrect
රස්නෙයි හරි,incorrect
යනවා මම,incorrect
මෙහෙ මම,incorrect
ඉන්න ටිකක්,incorrect
පුළුවන් මට,incorrect
බෑ මට,incorrect
මොකක්ද මේ?,incorrect
කොහෙද එයා?,incorrect
කවුද ඒ?,incorrect
ඇයි ඒක?,incorrect
කොහොමද යන්නේ?,incorrect
කවදාද ආවේ?,incorrect
මොකක්ද ඒක?,incorrect
හොඳයි හරි,incorrect
දක්ෂයි හරි,incorrect
ලස්සනයි හරි,incorrect
ලොකුයි හරි,incorrect
පොඩියි හරි,incorrect
මේ මොකක්ද?,incorrect
වැරදියි ඒක,incorrect
හරි ඒක,incorrect
එපා අඬන්න,incorrect
එපා ගහන්න,incorrect
කරන්න ආයෙත්,incorrect
අලුත් ඒක,incorrect
පරණ ඒක,incorrect
එන්න මෙහෙට,incorrect
යන්න එහෙට,incorrect
යන්න එළියට,incorrect
එන්න ඇතුළට,incorrect
යන්න පස්සට,incorrect
එන්න ලඟට,incorrect
යන්න හෙමින්,incorrect
දුවන්න ඉක්මන්ට,incorrect
නගින්න උඩට,incorrect
යන්න යටට,incorrect
කැරකෙන්න වටේ,incorrect
බලන්න උඩ,incorrect
බලන්න යට,incorrect
නවතින්න මෙතන,incorrect
එන්න දැන්,incorrect
දෙන්න ඒක,incorrect
ගන්න මගේ එක,incorrect
උස්සන්න ඒක,incorrect
දාන්න බිම,incorrect
අරන් යන්න මේක,incorrect
යවන්න ඒක,incorrect
බොන්න කිරි,incorrect
කන්න හෙමින්,incorrect
කන්න ඉක්මන්ට,incorrect
ගන්න හපා,incorrect
හපන්න හොඳින්,incorrect
කපන්න කේක්,incorrect
හෝදන්න මූණ,incorrect
පීරන්න හිස,incorrect
අඳින්න කමිසය,incorrect
නාන්න වතුර,incorrect
පිහින්න මේසෙ,incorrect
නමන්න ඇඳුම්,incorrect
දාන්න කසල,incorrect
ලියන්න මේක,incorrect
කියන්න කරුණාකර,incorrect
අහන්න හොඳට,incorrect
අල්ලන්න ඒක,incorrect
කියන්න සිංදුවක්,incorrect
ගසන්න අත්පුඩි,incorrect
නටන්න දැන්,incorrect
හැංගෙන්න ඉක්මන්ට,incorrect
වහන්න දොර,incorrect
අරින්න ජනෙල්,incorrect
එපා අල්ලන්න,incorrect
එපා කඩන්න,incorrect
හදන්න මේක,incorrect
අල්ලන්න තදින්,incorrect
ඉන්න මෙතන,incorrect
ගලවන්න සපත්තු,incorrect
අඳින්න මේස්,incorrect
බලන්න වමට,incorrect
බලන්න දකුණට,incorrect
පෙන්වන්න මට,incorrect
එන්න රෑට,incorrect
යන්න හෙට,incorrect
දාන්න ඇඳුම්,incorrect
දෙන්න සල්ලි,incorrect
ලියනවා පොතක්,incorrect
නොවෙන්න ලෙඩ.,incorrect
සිටුවන්න පැළය.,incorrect
පිහින්න කට,incorrect
තියන්න කොට්ටේ,incorrect
හදන්න පුටුව,incorrect
අදින්න හෙමින්,incorrect
වෙන්න පරිස්සම්,incorrect
යන්න ගෙදර,incorrect
එන්න ආයෙත්,incorrect
අල්ලන්න අත,incorrect
බලන්න හඳ,incorrect
අරින්න ඇස්,incorrect
වහන්න ඇස්,incorrect
වෙන්න නිශ්ශබ්ද,incorrect
එපා ගහගන්න,incorrect
කරන්න හෙමින්,incorrect
කරන්න ඉක්මන්ට,incorrect
හදන්න ඇඳ,incorrect
ගන්න බෙහෙත්,incorrect
ඉඳගන්න කෙලින්,incorrect
හිටගන්න දැන්,incorrect
කරන්න ස්තුති,incorrect
වෙන්න කරුණාවන්ත,incorrect
දුවනවා බල්ලා,incorrect
හොඳයිද ඒක?,incorrect
ඉවරද දැන්?,incorrect
මගේද මේක?,incorrect
හොඳද ඔයාට,incorrect
එන්න ඇඳට,incorrect
ගේන්න පොත,incorrect
ඉන්න පරිස්සමෙන්,incorrect
පොත කාගේ?,incorrect
ස්තූතියි බොහොම,incorrect
උදෑසනක් සුභ,incorrect
රාත්‍රීයක් සුභ,incorrect
හම්බවෙමු පස්සෙ,incorrect
සමාවෙන්න මට,incorrect
නෑ කමක්,incorrect
පිරිසිදුයි හරි,incorrect
පැණිරසයි හරි,incorrect
ඇඹුල් හරි,incorrect
බරයි හරි,incorrect
සැහැල්ලුයි හරි,incorrect
පිරිලා ඒක,incorrect
දිගයි දවස,incorrect
කළුයි රෑ,incorrect
පොඩි හරි,incorrect
වැඩියි හරි,incorrect
පෙන්වන්න ඇඟිල්ලෙන්,incorrect
කොඳුරන්න කනට,incorrect
ගහන්න ගැටය,incorrect
ලිහන්න ගැටය,incorrect
අල්ලන්න හෙමින්,incorrect
දල්වන්න පහන්,incorrect
බලන්න හොඳින්,incorrect
පෙරළෙනවා බෝලය,incorrect
සුදුයි වලාකුළ,incorrect
විහිලුයි හරි,incorrect
පායනවා ඉර,incorrect
හමනවා සුළඟ,incorrect
වැඩියි ඒක,incorrect
අඩුයි ඒක,incorrect
උදේ හෙට,incorrect
හවස ඊයේ,incorrect
රෑ ඊයේ,incorrect
පෙරේදා ඊයේ,incorrect
එපා හැංගෙන්න,incorrect
එපා අදින්න,incorrect
කන්න කෑම,incorrect
ඉඳගන්න ඇවිත්,incorrect
රාත්‍රියක් සුභ,incorrect
දහවලක් සුභ,incorrect
සන්ධ්‍යාවක් සුභ,incorrect
වැපුරුවා වී.,incorrect
පැහුණා ගොයම්.,incorrect
බලන්න වෙලාව,incorrect
ඉන්න සතුටින්,incorrect
එනවා මම,incorrect
කරන්න කතා ,incorrect
ඕනෙ වතුර,incorrect
කන්න කෑම ,incorrect
දෙන්න පොත් ,incorrect
බොන්න බීම ,incorrect
තල්ලු කරන්න තදින්,incorrect
කරන්න ගෙදර වැඩ,incorrect
පටන් ගන්න දැන්,incorrect
ඉවර කරන්න ඉක්මන්ට,incorrect
ඇහැරෙන්න උදේ ම,incorrect
ගණන් කරන්න තරු,incorrect
කරන්න මට උදව්,incorrect
එපා බය වෙන්න,incorrect
හිනා වෙන්න දැන්,incorrect
එපා ඒක කන්න,incorrect
එපා එහෙට යන්න,incorrect
නෑ මම දන්නේ,incorrect
ඕන මට වතුර,incorrect
පොත ඒක මගේ,incorrect
දේ මේක මගේ,incorrect
එන්නම් ඉක්මනින් මම,incorrect
හිටියේ නිදාගෙන මම,incorrect
රසයි කෑම හරි,incorrect
රස්නෙයි සූර්යයා,incorrect
අලුත් දැන් ඒක,incorrect
පාටයි අහස නල්,incorrect
මොකක්ද ඔයාගේ නම?,incorrect
කොහෙද කාර් එක?,incorrect
ඕන මොනවද ඔයාට?,incorrect
සෙල්ලම් කරන්න ගිහින්,incorrect
හුස්ම ගන්න ගැඹුරින්,incorrect
නිවා දමන්න පහන්,incorrect
පටන් ගන්න කියන්න,incorrect
නවත්වන්න ගේම් එක,incorrect
ගණන් කරන්න බඩු,incorrect
කොළ පාටයි කොළය,incorrect
තෙමී ඇත බිම,incorrect
ගයනවා කුරුල්ලා ගීත,incorrect
නාද වෙනවා සීනුව,incorrect
ඕන මට මේස්,incorrect
ඕන මට වැළඳගන්න,incorrect
ඕන මට පොඩි නින්දක්,incorrect
එපා බාධා කරන්න,incorrect
එපා මේක අමතක කරන්න,incorrect
එපා වියදම් නොදන්නා,incorrect
එපා කලබල වෙන්න,incorrect
එපා නැතිවෙන්න,incorrect
එපා පමා වෙන්න,incorrect
එපා පැමිණිලි කරන්න,incorrect
එපා බොරුවක් කියන්න,incorrect
එපා තල්ලු කරන්න,incorrect
පාසල් යනවා ළමයි,incorrect
පාසල් යනවා මම,incorrect
පාසල් යනවා අපි,incorrect
කඩනවා මම මල්,incorrect
කඩනවා අමර මල්,incorrect
කඩනවා අපි මල්,incorrect
ලියනවා අපි අකුරු,incorrect
ලියනවා මම අකුරු,incorrect
ලියනවා ළමයි අකුරු,incorrect
උගන්නවා ගුරුතුමිය,incorrect
උගන්නවා ගුරුතුමිය පාඩම්,incorrect
උයනවා අම්මා කෑම,incorrect
යනවා තාත්තා වැඩට,incorrect
තියෙනවා පින්තූරයේ වැවක්.,incorrect
පදිනවා ළමයි ඔංචිල,incorrect
යනවා වැවේ ඔරුවක්.,incorrect
ඉන්නවා ළමයි පස්දෙනෙක්.,incorrect
තියෙනවා ලොකු ගහක්.,incorrect
ආවා යාළුවෝ වැව් ඉවුරට,incorrect
යනවා මුහුදේ ලොකු නැව්,incorrect
කියනවා අපි හැමෝම සින්දු,incorrect
ගියා යාළුවෝ ගෙදර.,incorrect
පැළ වුණා වී.,incorrect
පිරුණා මිදුලේ වතුර.,incorrect
කළු වුණා අහස.,incorrect
වැටුණා වැහි බිංදු.,incorrect
ලෙඩ වුණා පියා,incorrect
තියෙනවා කුඹුරේ නිධානයක්,incorrect
නැහැ ලැබුණේ නිධානය ඒත්,incorrect
ධනවත් වුණා පුත්තු හතර දෙනා.,incorrect
තෑගි දෙනවා සෙල්ලම් බඩුවක්,incorrect
පීනනවා මාළුවා වතුරේ,incorrect
පියබනවා කුරුල්ලෝ අහසේ,incorrect
බොනවා සමනලයා පැණි,incorrect
වැනෙනවා සුළගට ගස්,incorrect
බොනවා අලියා වතුර,incorrect
කෑගහනවා සිංහයා,incorrect
කියාදෙනවා ගුරුතුමිය අකුරු,incorrect
දෙනවා දොස්තර මහත්තයා බෙහෙත්,incorrect
එනවා සිංහයා ඈත,incorrect
දැක්කා ගෝණා.,incorrect
කරනවා සෙල්ලම් බඩුවක් තෑගි,incorrect
එල්ලුවා පුවරුවක්.,incorrect
කැපුවා කොළය මැදින්.,incorrect
ගහනවා සමනලයා තටු,incorrect
හදනවා රන් කුඹලා ගෙයක්,incorrect
ගන්න සුදුසු බඳුනක්.,incorrect
නිශ්ශබ්ද වුණා ළමයි,incorrect
පායනවා අහසේ ඉර,incorrect
පායනවා අහසේ තරු,incorrect
පායනවා අහසේ හද,incorrect
නතර කළා බස් රථය.,incorrect
සෙල්ලම් කරන්න එළියේ,incorrect
අස් කරන්න කාමරේ,incorrect
එපා කෑ ගහන්න,incorrect
රස බලන්න මේක,incorrect
ලෙලි ගහන්න පලතුරු,incorrect
කතා කරන්න හයියෙන්,incorrect
කතා කරන්න හොඳින්,incorrect
කියන්න මේක ආයෙත,incorrect
සෙල්ලම් කරන්න බෝල,incorrect
සෙල්ලම් කරන්න හොඳට,incorrect
විසි කරන්න බෝලය,incorrect
එපා විසි කරන්න,incorrect
ගේන්න බෑග් එක,incorrect
විසි කරන්න දැන්,incorrect
ගැට ගහන්න සපත්තු,incorrect
උදව් කරන්න අම්මට,incorrect
උදව් කරන්න තාත්තාට,incorrect
ගන්න දත් බුරුසුව,incorrect
වැඩ කරනවා මම.,incorrect
ගෙදර යනවා අපි.,incorrect
සෙල්ලම් කරනවා ළමයි.,incorrect
බස් එකේ ආවා අපි.,incorrect
මෙතන ඉන්න ඔයා.,incorrect
ඇතුළට එනවා මම.,incorrect
එළියට ගියා එයා.,incorrect
යන්න ඕනෙ මට.,incorrect
බලලා එන්න ගිහින්.,incorrect
ආයෙත් එමු අපි.,incorrect
ටිකක් දෙන්න වතුර.,incorrect
එකක් ගේන්න තේ.,incorrect
මට ඕනෙ මේක.,incorrect
අරන් දෙන්න පොත.,incorrect
එක දෙන්න ඔය බෑග්.,incorrect
ඉස්සරහට යන්න ටිකක්.,incorrect
උදව් කරන්න කරුණාකරලා.,incorrect
එක දෙන්න රිසීට්‍.,incorrect
"කිසි දෙයක් එපා, එපා.",incorrect
තේරෙන්නේ නෑ මට.,incorrect
හරි හොඳයි කාලගුණය.,incorrect
හරිම රසයි කෑම.,incorrect
බඩගිනියි දැන් මට.,incorrect
ලොකු බයක් එයාට.,incorrect
නිදහස් අපි දැන්.,incorrect
හරිම ලේසියි ඒක.,incorrect
මේසෙ උඩ පොත.,incorrect
කීයද දැන් වෙලාව?,incorrect
ගොඩක් දුකින් එයා.,incorrect
ලස්සනයි මේ ගම.,incorrect
ඔයා යන්නෙ කොහෙද?,incorrect
ඉන්නෙ කවුද ඔතන?,incorrect
දැන් කරන්නෙ මොනවද?,incorrect
ඔයා එන්නෙ කීයටද?,incorrect
ඇත්තටම කිව්වෙ කවුද?,incorrect
මේක තේරෙනවද ඔයාට?,incorrect
තියෙන්නෙ කොහෙද ඒක?,incorrect
නොකිව්වෙ ඔයා ඇයි?,incorrect
එහෙමද වුණේ ඇත්තටම?,incorrect
ආවෙ එයා කවදද?,incorrect
උදේට එන්න හෙට.,incorrect
රෑට ගියා ඊයේ.,incorrect
ඉක්මනට යමු දැන්.,incorrect
හම්බවෙමු හවසට හෙට.,incorrect
ටිකකින් එන්න තව.,incorrect
පොඩි වැඩක් තියෙනවා අද.,incorrect
කලින් ආවා සතියකට.,incorrect
එතන ඉන්නවා හැමදාම.,incorrect
පටන් ගමු අපි දැන්ම.,incorrect
වෙන්න එපා පරක්කු.,incorrect
හරිම සතුටුයි මට.,incorrect
කැමති නෑ මම.,incorrect
තරහ ගිහින් එයාට.,incorrect
හරි වැදගත් මේක.,incorrect
හොඳ අදහසක් මේක.,incorrect
ඇත්ත කියන්න මට.,incorrect
ප්‍රශ්නයක් නෙවෙයි ඒක මට.,incorrect
හිතමු ආයෙත් අපි.,incorrect
හරිම දක්ෂයි ඔයා.,incorrect
ගොඩක් මහන්සි මම.,incorrect
හැරිලා යන්න වමට.,incorrect
හැරිලා බලන්න දකුණට.,incorrect
ඇතුළට දාන්න මේක.,incorrect
ඉක්මනට යන්න එතනට.,incorrect
බලන්න ඔයා ගිහින්.,incorrect
නතර වෙමු අපි එතන.,incorrect
බලන්න උඩ තියෙනවා.,incorrect
අරන් දෙන්න බිමින්.,incorrect
යන්නෙ කොහෙද දැන්?,incorrect
තියෙනවා ගේ ළඟ.,incorrect
කියන්නෙ මොනවද ඔයා?,incorrect
සැරයක් කියන්න ආයෙත්.,incorrect
"බාරගන්නවා මම, හරි.",incorrect
ඉන්න ඔයා හොඳින්.,incorrect
"අමතක වුණා මට, සමාවෙන්න.",incorrect
එපා බය වෙන්න.,incorrect
වෙලාවක එන්න පස්සෙ.,incorrect
එන්නම් මම ඉක්මනට.,incorrect
ඉන්න ඔයා නිහඬව.,incorrect
කරමු අපි කතා.,incorrect
මේකෙ කීයද මිල?,incorrect
අඩු කරන්න ගාණ.,incorrect
මට ඇති මේක.,incorrect
ටිකක් දෙන්න තව.,incorrect
ගන්නවා මම මේක.,incorrect
දැනටමත් දුන්නා සල්ලි.,incorrect
පෙන්වන්න වෙන එකක්.,incorrect
දෙන්න බිල බලලා.,incorrect
ඕනෙද සල්ලි කීයක්?,incorrect
බලන්න මේක නිකම්.,incorrect
වාසනාවන්තයි ඔයා හරිම.,incorrect
පටන් ගමු අපි දැන්.,incorrect
දුරයි ඒක ගොඩක්.,incorrect
අමතකයි මට ඒක.,incorrect
හිතන්න මේක ගැන.,incorrect
දන්නෙ නෑ කවුරුත්.,incorrect
කියනවා බොරු එයා.,incorrect
එකක් යමු අපි ට්‍රිප්.,incorrect
තියෙනවා ලියලා පොතේ.,incorrect
කරන්න එපා සද්ද.,incorrect
